English,IPA
monument,/mɑnjumʌnt/
parking,/pɑrkɪŋ/
perpendicular,/pɝpʌndɪkjʌlɝ/
rectangular,/rɛktæŋɡjʌlɝ/
violation,/vaɪʌleɪʃʌn/
asserts,/ʌsɝts/
buffer,/bʌfɝ/
chord,/kɔrd/
commit,/kʌmɪt/
cure,/kjʊr/
debates,/dʌbeɪts/
dozens,/dʌzʌnz/
earthquake,/ɝθkweɪk/
exhausted,/ɪɡzɔstʌd/
fourteen,/fɔrtin/
petroleum,/pʌtroʊliʌm/
proclaimed,/proʊkleɪmd/
readings,/rɛdɪŋz/
rebel,/rɛbʌl/
searching,/sɝtʃɪŋ/
strengthen,/strɛŋθʌn/
built-in,N/A
cheese,/tʃiz/
elimination,/ɪlɪmʌneɪʃʌn/
exported,/ɪkspɔrtʌd/
goddess,/ɡɑdʌs/
governance,/ɡʌvɝnʌns/
internally,/ɪntɝnʌli/
liberation,/lɪbɝeɪʃʌn/
loud,/laʊd/
medal,/mɛdʌl/
motivation,/moʊtʌveɪʃʌn/
placement,/pleɪsmʌnt/
recruited,/rɪkrutɪd/
resort,/rɪzɔrt/
riders,/raɪdɝz/
sauce,/sɔs/
sensory,/sɛnsɝi/
silence,/saɪlʌns/
specialist,/spɛʃʌlʌst/
traces,/treɪsʌz/
tracking,/trækɪŋ/
bonding,/bɑndɪŋ/
bounded,/baʊndʌd/
dissolution,/dɪsʌluʃʌn/
dividing,/dɪvaɪdɪŋ/
exploit,/ɛksplɔɪt/
genera,/dʒɛnɝʌ/
inscription,/ɪnskrɪpʃʌn/
likelihood,/laɪklihʊd/
obliged,/ʌblaɪdʒd/
phones,/foʊnz/
promising,/prɑmʌsɪŋ/
rotor,/roʊtɝ/
sulfur,/sʌlfɝ/
accent,/ʌksɛnt/
bomber,/bɑmɝ/
breathing,/briðɪŋ/
complement,/kɑmplʌmʌnt/
frontier,/frʌntɪr/
imagery,/ɪmʌdʒri/
meaningful,/minɪŋfʌl/
obligation,/ɑblʌɡeɪʃʌn/
persecution,/pɝsʌkjuʃʌn/
probe,/proʊb/
solving,/sɑlvɪŋ/
theaters,/θiʌtɝz/
aging,/eɪdʒɪŋ/
auxiliary,/ɑɡzɪljɝi/
bind,/baɪnd/
corporation,/kɔrpɝeɪʃʌn/
decorative,/dɛkrʌtɪv/
exercised,/ɛksɝsaɪzd/
mapping,/mæpɪŋ/
playoff,/pleɪɔf/
railroads,/reɪlroʊdz/
relocated,/riloʊkeɪtɪd/
rider,/raɪdɝ/
seals,/silz/
specimen,/spɛsʌmʌn/
toured,/tʊrd/
adjust,/ʌdʒʌst/
chicken,/tʃɪkʌn/
comfortable,/kʌmfɝtʌbʌl/
comprises,/kʌmpraɪzʌz/
flee,/fli/
hemisphere,/hɛmɪsfɪr/
isotope,/aɪsʌtoʊp/
pm,/piɛm/
postal,/poʊstʌl/
preliminary,/prɪlɪmʌnɛri/
protagonist,/proʊtæɡʌnʌst/
somewhere,/sʌmwɛr/
suppress,/sʌprɛs/
treating,/tritɪŋ/
backwards,/bækwɝdz/
bilateral,/baɪlætɝʌl/
coefficients,/koʊʌfɪʃʌnts/
convenience,/kʌnvinjʌns/
princes,/prɪnsʌz/
progressed,/prʌɡrɛst/
prosperity,/prɑspɛrʌti/
recall,/rikɔl/
restriction,/ristrɪkʃʌn/
slowed,/sloʊd/
spare,/spɛr/
warrant,/wɔrʌnt/
celebrations,/sɛlʌbreɪʃʌnz/
chaos,/keɪɑs/
critically,/krɪtɪkʌli/
diffusion,/dɪfjuʒʌn/
drinks,/drɪŋks/
excluding,/ɪkskludɪŋ/
fulfill,/fʊlfɪl/
galaxies,/ɡælʌksiz/
lawsuit,/lɔsut/
mount,/maʊnt/
sorts,/sɔrts/
terrorist,/tɛrɝɪst/
transfers,/trænsfɝz/
verbal,/vɝbʌl/
winters,/wɪntɝz/
bag,/bæɡ/
brilliant,/brɪljʌnt/
converts,/kɑnvɝts/
creature,/kritʃɝ/
decree,/dɪkri/
deities,/diʌtiz/
depicts,/dɪpɪkts/
distortion,/dɪstɔrʃʌn/
ensemble,/ɑnsɑmbʌl/
feathers,/fɛðɝz/
finest,/faɪnʌst/
hockey,/hɑki/
induction,/ɪndʌkʃʌn/
latitude,/lætʌtud/
mutations,/mjuteɪʃʌnz/
peripheral,/pɝɪfɝʌl/
plains,/pleɪnz/
pushing,/pʊʃɪŋ/
reactors,/riæktɝz/
thread,/θrɛd/
volcanic,/vɑlkænɪk/
wolf,/wʊlf/
wool,/wʊl/
armoured,N/A
digit,/dɪdʒʌt/
honored,/ɑnɝd/
jumps,/dʒʌmps/
makers,/meɪkɝz/
melody,/mɛlʌdi/
nationalism,/næʃʌnʌlɪzʌm/
obscure,/ʌbskjʊr/
predecessors,/prɛdʌsɛsɝz/
programmers,/proʊɡræmɝz/
propagation,/prɑpʌɡeɪʃʌn/
quarterback,/kwɔrtɝbæk/
replication,/rɛplʌkeɪʃʌn/
selective,/sʌlɛktɪv/
supernatural,/supɝnætʃɝʌl/
telescope,/tɛlʌskoʊp/
traders,/treɪdɝz/
tragedy,/trædʒʌdi/
admit,/ʌdmɪt/
celestial,/sʌlɛstʃʌl/
congregations,/kɑŋɡrʌɡeɪʃʌnz/
correlation,/kɔrʌleɪʃʌn/
deposited,/dʌpɑzɪtɪd/
desires,/dɪzaɪɝz/
doses,/doʊsʌz/
favourite,N/A
financing,/fʌnænsɪŋ/
ft,N/A
identities,/aɪdɛntɪtiz/
impulse,/ɪmpʌls/
injection,/ɪndʒɛkʃʌn/
instant,/ɪnstʌnt/
knife,/naɪf/
numbering,/nʌmbɝɪŋ/
pocket,/pɑkʌt/
resisted,/rɪzɪstɪd/
simultaneous,/saɪmʌlteɪniʌs/
spontaneous,/spɑnteɪniʌs/
submit,/sʌbmɪt/
triumph,/traɪʌmf/
unrest,/ʌnrɛst/
unusually,/ʌnjuʒʌwʌli/
valleys,/væliz/
accelerated,/æksɛlɝeɪtɪd/
compilation,/kɑmpʌleɪʃʌn/
defenders,/dɪfɛndɝz/
detector,/dɪtɛktɝ/
enclosed,/ɛnkloʊzd/
extraction,/ɪkstrækʃʌn/
jail,/dʒeɪl/
lasts,/læsts/
loosely,/lusli/
manipulation,/mʌnɪpjʌleɪʃʌn/
prosecution,/prɑsʌkjuʃʌn/
robot,/roʊbɑt/
sexuality,/sɛkʃuælʌti/
sixteen,/sɪkstin/
speaks,/spiks/
stationed,/steɪʃʌnd/
statues,/stætʃuz/
stopping,/stɑpɪŋ/
subordinate,/sʌbɔrdʌneɪt/
superiority,/supɪriɔrɪti/
wounds,/wundz/
accompanying,/ʌkʌmpʌniɪŋ/
basin,/beɪsʌn/
downward,/daʊnwɝd/
generator,/dʒɛnɝeɪtɝ/
guilt,/ɡɪlt/
hanging,/hæŋɪŋ/
incorporates,/ɪnkɔrpɝeɪts/
linking,/lɪŋkɪŋ/
matched,/mætʃt/
photos,/foʊtoʊz/
physicians,/fʌzɪʃʌnz/
possessions,/pʌzɛʃʌnz/
pot,/pɑt/
prestige,/prɛstiʒ/
pumps,/pʌmps/
tickets,/tɪkʌts/
uprising,/ʌpraɪzɪŋ/
upset,/ʌpsɛt/
voiced,/vɔɪst/
appoint,/ʌpɔɪnt/
assert,/ʌsɝt/
comprising,/kʌmpraɪzɪŋ/
executives,/ɪɡzɛkjʌtɪvz/
exotic,/ɪɡzɑtɪk/
flown,/floʊn/
heading,/hɛdɪŋ/
interactive,/ɪntɝæktɪv/
parish,/pærɪʃ/
pin,/pɪn/
reviewed,/rivjud/
short-term,N/A
sympathetic,/sɪmpʌθɛtɪk/
tunnels,/tʌnʌlz/
chambers,/tʃeɪmbɝz/
chapel,/tʃæpʌl/
comparatively,/kʌmpɛrʌtɪvli/
contemporaries,/kʌntɛmpɝɛriz/
generators,/dʒɛnɝeɪtɝz/
governors,/ɡʌvɝnɝz/
irrigation,/ɪrʌɡeɪʃʌn/
lattice,/lætʌs/
lenses,/lɛnzʌz/
marching,/mɑrtʃɪŋ/
nephew,/nɛfju/
plots,/plɑts/
presenting,/prɪzɛntɪŋ/
prolonged,/prʌlɔŋd/
reprinted,/riprɪntɪd/
ski,/ski/
soap,/soʊp/
supplement,/sʌplʌmʌnt/
surname,/sɝneɪm/
yearly,/jɪrli/
advancing,/ʌdvænsɪŋ/
biblical,/bɪblʌkʌl/
broadly,/brɔdli/
concentrate,/kɑnsʌntreɪt/
dome,/doʊm/
formulated,/fɔrmjʌleɪtʌd/
inscriptions,/ɪnskrɪpʃʌnz/
intentions,/ɪntɛntʃʌnz/
monasteries,/mɑnʌstɛriz/
poetic,/poʊɛtɪk/
proportions,/prʌpɔrʃʌnz/
rally,/ræli/
resembles,/rɪzɛmbʌlz/
variance,/vɛriʌns/
barrels,/bærʌlz/
brands,/brændz/
careers,/kɝɪrz/
chromosomes,/kroʊmʌzoʊmz/
conferences,/kɑnfɝʌnsʌz/
creator,/krieɪtɝ/
designing,/dɪzaɪnɪŋ/
destinations,/dɛstʌneɪʃʌnz/
evenly,/ivʌnli/
instructed,/ɪnstrʌktʌd/
lanes,/leɪnz/
nonetheless,/nʌnðʌlɛs/
poets,/poʊʌts/
proprietary,/prʌpraɪʌtɛri/
starring,/stɑrɪŋ/
thirteen,/θɝtin/
zinc,/zɪŋk/
collaborated,/kʌlæbɝeɪtʌd/
converting,/kʌnvɝtɪŋ/
defects,/difɛkts/
diabetes,/daɪʌbitiz/
exchanged,/ɪkstʃeɪndʒd/
fort,/fɔrt/
intersection,/ɪntɝsɛkʃʌn/
manually,/mænjuʌli/
natives,/neɪtɪvz/
one-third,N/A
ought,/ɔt/
persistent,/pɝsɪstʌnt/
potassium,/pʌtæsiʌm/
preparations,/prɛpɝeɪʃʌnz/
quotes,/kwoʊts/
reconnaissance,/rikɑnʌsʌns/
router,/rutɝ/
salts,/sɔlts/
smoking,/smoʊkɪŋ/
socialism,/soʊʃʌlɪzʌm/
sporting,/spɔrtɪŋ/
stretched,/strɛtʃt/
upward,/ʌpwɝd/
vol.,N/A
volunteer,/vɑlʌntɪr/
welcomed,/wɛlkʌmd/
adapt,/ʌdæpt/
agenda,/ʌdʒɛndʌ/
attorney,/ʌtɝni/
battalions,/bʌtæljʌnz/
contributes,/kʌntrɪbjuts/
cooler,/kulɝ/
custody,/kʌstʌdi/
definitive,/dɪfɪnɪtɪv/
locate,/loʊkeɪt/
migrated,/maɪɡreɪtɪd/
nationally,/næʃʌnʌli/
premium,/primiʌm/
pupils,/pjupʌlz/
reproduce,/riprʌdus/
shelter,/ʃɛltɝ/
update,/ʌpdeɪt/
upright,/ʌpraɪt/
wholly,/hoʊli/
afraid,/ʌfreɪd/
beaten,/bitʌn/
bets,/bɛts/
competed,/kʌmpitɪd/
complexes,/kɑmplɛksʌz/
marble,/mɑrbʌl/
minds,/maɪndz/
sketches,/skɛtʃʌz/
affiliated,/ʌfɪlieɪtʌd/
authentic,/ʌθɛntɪk/
browser,/braʊzɝ/
certificate,/sɝtɪfɪkʌt/
chances,/tʃænsʌz/
chocolate,/tʃɔklʌt/
controllers,/kʌntroʊlɝz/
coordination,/koʊɔrdʌneɪʃʌn/
degradation,/dɛɡrʌdeɪʃʌn/
dictionary,/dɪkʃʌnɛri/
gamma,/ɡæmʌ/
guitars,/ɡɪtɑrz/
implementing,/ɪmplʌmɛntɪŋ/
justify,/dʒʌstʌfaɪ/
marginal,/mɑrdʒʌnʌl/
mutually,/mjutʃuʌli/
mysterious,/mɪstɪriʌs/
posed,/poʊzd/
protons,/proʊtɑnz/
quote,/kwoʊt/
surveillance,/sɝveɪlʌns/
temporal,/tɛmpɝʌl/
unchanged,/ʌntʃeɪndʒd/
architects,/ɑrkʌtɛkts/
automobile,/ɔtʌmoʊbil/
backward,/bækwɝd/
collectors,/kʌlɛktɝz/
convey,/kʌnveɪ/
delivering,/dɪlɪvɝɪŋ/
diary,/daɪɝi/
ensured,/ɛnʃʊrd/
grip,/ɡrɪp/
isn't,/ɪzʌnt/
lover,/lʌvɝ/
maritime,/mɛrʌtaɪm/
mutation,/mjuteɪʃʌn/
persuade,/pɝsweɪd/
petition,/pʌtɪʃʌn/
pose,/poʊz/
pronouns,/proʊnaʊnz/
realised,N/A
regain,/rɪɡeɪn/
singers,/sɪŋɝz/
blocking,/blɑkɪŋ/
commenced,/kʌmɛnst/
disadvantage,/dɪsʌdvæntɪdʒ/
excited,/ɪksaɪtʌd/
favoured,N/A
hereditary,/hɝɛdʌtɛri/
oppose,/ʌpoʊz/
outward,/aʊtwɝd/
planetary,/plænʌtɛri/
proposition,/prɑpʌzɪʃʌn/
restrict,/ristrɪkt/
rushing,/rʌʃɪŋ/
suffrage,/sʌfrɪdʒ/
symmetric,N/A
tennis,/tɛnʌs/
vocals,/voʊkʌlz/
acclaim,/ʌkleɪm/
anticipated,/æntɪsʌpeɪtʌd/
cartoon,/kɑrtun/
circa,/sɝkʌ/
delegation,/dɛlʌɡeɪʃʌn/
demonstrations,/dɛmʌnstreɪʃʌnz/
dive,/daɪv/
drafted,/dræftɪd/
energies,/ɛnɝdʒiz/
geography,/dʒiɑɡrʌfi/
intentionally,/ɪntɛnʃʌnʌli/
juice,/dʒus/
ninth,/naɪnθ/
ozone,/oʊzoʊn/
plantations,/plænteɪʃʌnz/
promises,/prɑmʌsʌz/
unaware,/ʌnʌwɛr/
aluminium,/ʌlumɪnʌm/
cabin,/kæbʌn/
constitutes,/kɑnstʌtuts/
foreigners,/fɔrʌnɝz/
mountainous,/maʊntʌnʌs/
packed,/pækt/
partition,/pɑrtɪʃʌn/
pixel,/pɪksʌl/
probable,/prɑbʌbʌl/
rods,/rɑdz/
rolled,/roʊld/
tricks,/trɪks/
wildlife,/waɪldlaɪf/
allegations,/ælʌɡeɪʃʌnz/
allocation,/ælʌkeɪʃʌn/
blend,/blɛnd/
canceled,/kænsʌld/
constituted,/kɑnstʌtutʌd/
deciding,/dʌsaɪdɪŋ/
ecclesiastical,/ɪkliziæstɪkʌl/
emotion,/ɪmoʊʃʌn/
lovers,/lʌvɝz/
mask,/mæsk/
noting,/noʊtɪŋ/
pulling,/pʊlɪŋ/
purchasing,/pɝtʃʌsɪŋ/
shortage,/ʃɔrtʌdʒ/
tallest,/tɔlɪst/
alternatives,/ɔltɝnʌtɪvz/
bacterial,/bæktɪriʌl/
ceremonial,/sɛrʌmoʊniʌl/
defenses,/dɪfɛnsʌz/
directing,/dɝɛktɪŋ/
discussing,/dɪskʌsɪŋ/
engaging,/ɛnɡeɪdʒɪŋ/
expeditions,/ɛkspʌdɪʃʌnz/
genius,/dʒinjʌs/
imaginary,/ɪmædʒʌnɛri/
interrupt,/ɪntɝʌpt/
introduces,/ɪntrʌdusɪz/
lab,/læb/
luxury,/lʌɡʒɝi/
photon,/foʊtɑn/
portraits,/pɔrtrʌts/
prestigious,/prɛstɪdʒʌs/
prevailing,/prɪveɪlɪŋ/
punished,/pʌnɪʃt/
purity,/pjʊrʌti/
qualify,/kwɑlʌfaɪ/
repertoire,/rɛpɝtwɑr/
retains,/rɪteɪnz/
shifting,/ʃɪftɪŋ/
specifies,/spɛsʌfaɪz/
stocks,/stɑks/
susceptible,/sʌsɛptʌbʌl/
unexpected,/ʌnɪkspɛktɪd/
warmer,/wɔrmɝ/
wrapped,/ræpt/
aftermath,/æftɝmæθ/
bowl,/boʊl/
chooses,/tʃuzʌz/
cleaning,/klinɪŋ/
discovers,/dɪskʌvɝz/
dispersed,/dɪspɝst/
encryption,/ɛnkrɪpʃʌn/
header,/hɛdɝ/
ineffective,/ɪnɪfɛktɪv/
manages,/mænɪdʒɪz/
mankind,/mænkaɪnd/
medals,/mɛdʌlz/
pipeline,/paɪplaɪn/
retreated,/ritritʌd/
sensation,/sɛnseɪʃʌn/
tremendous,/trʌmɛndʌs/
whale,/weɪl/
accordingly,/ʌkɔrdɪŋli/
ambassador,/æmbæsʌdɝ/
exploitation,/ɛksplɔɪteɪʃʌn/
fossils,/fɑsʌlz/
interrupted,/ɪntɝʌptɪd/
keen,/kin/
noticeable,/noʊtʌsʌbʌl/
poison,/pɔɪzʌn/
risen,/rɪzʌn/
souls,/soʊlz/
tin,/tɪn/
ultraviolet,/ʌltrʌvaɪʌlɪt/
unprecedented,/ʌnprɛsɪdɛntɪd/
acclaimed,/ʌkleɪmd/
constructing,/kʌnstrʌktɪŋ/
disbanded,/dɪsbændɪd/
employers,/ɛmplɔɪɝz/
invitation,/ɪnvɪteɪʃʌn/
nineteenth,/naɪntinθ/
substitution,/sʌbstɪtuʃʌn/
accusations,/ækjʌzeɪʃʌnz/
calm,/kɑm/
cord,/kɔrd/
daytime,/deɪtaɪm/
deer,/dɪr/
feasible,/fizʌbʌl/
fix,/fɪks/
govern,/ɡʌvɝn/
halls,/hɔlz/
integrate,/ɪntʌɡreɪt/
masculine,/mæskjʌlʌn/
orchestral,/ɔrkɛstrʌl/
three-dimensional,N/A
tide,/taɪd/
accepts,/æksɛpts/
clan,/klæn/
corners,/kɔrnɝz/
demolished,/dɪmɑlɪʃt/
dot,/dɑt/
immense,/ɪmɛns/
instituted,/ɪnstʌtutʌd/
learns,/lɝnz/
penalties,/pɛnʌltiz/
positively,/pɑzʌtɪvli/
semiconductor,/sɛmikʌndʌktɝ/
struggles,/strʌɡʌlz/
suite,/swit/
surgical,/sɝdʒɪkʌl/
swept,/swɛpt/
tram,/træm/
accession,/ʌksɛʃʌn/
advocates,/ædvʌkʌts/
arguably,/ɑrɡjuʌbli/
axes,/æksɪz/
canonical,/kʌnɑnʌkʌl/
cease,/sis/
containers,/kʌnteɪnɝz/
costumes,/kɑstumz/
darkness,/dɑrknʌs/
departed,/dɪpɑrtʌd/
emperors,/ɛmpɝɝz/
financially,/fʌnænʃʌli/
golf,/ɡɑlf/
habits,/hæbʌts/
locals,/loʊkʌlz/
massacre,/mæsʌkɝ/
pathway,/pæθweɪ/
possesses,/pʌzɛsʌz/
reactive,/riæktɪv/
respects,/rɪspɛkts/
scarce,/skɛrs/
scattering,/skætɝɪŋ/
tariff,/tɛrʌf/
terrible,/tɛrʌbʌl/
threatening,/θrɛtʌnɪŋ/
adjectives,/ædʒɪktɪvz/
amplifiers,/æmplʌfaɪɝz/
bicycle,/baɪsɪkʌl/
brightness,/braɪtnʌs/
corn,/kɔrn/
declaring,/dɪklɛrɪŋ/
fertile,/fɝtʌl/
forgotten,/fɝɡɑtʌn/
hash,/hæʃ/
holidays,/hɑlʌdeɪz/
in.,/ɪn/
incidence,/ɪnsʌdʌns/
obviously,/ɑbviʌsli/
ordained,/ɔrdeɪnd/
peninsula,/pʌnɪnsʌlʌ/
remarks,/rɪmɑrks/
rigorous,/rɪɡɝʌs/
semantics,/sɪmæntɪks/
sins,/sɪnz/
sleeping,/slipɪŋ/
spiral,/spaɪrʌl/
steep,/stip/
stripped,/strɪpt/
trilogy,/trɪlʌdʒi/
capturing,/kæptʃɝɪŋ/
configurations,/kʌnfɪɡjɝeɪʃʌnz/
dams,/dæmz/
floors,/flɔrz/
horns,/hɔrnz/
ideological,/aɪdiʌlɑdʒɪkʌl/
indoor,/ɪndɔr/
innings,/ɪnɪŋz/
maturity,/mʌtʃʊrʌti/
midnight,/mɪdnaɪt/
pipes,/paɪps/
screening,/skrinɪŋ/
severity,/sɪvɛrɪti/
substrate,/sʌbstreɪt/
trails,/treɪlz/
walks,/wɔks/
abbreviated,/ʌbrivieɪtʌd/
accidental,/æksʌdɛntʌl/
ambiguity,/æmbɪɡjuʌti/
breach,/britʃ/
civic,/sɪvɪk/
discarded,/dɪskɑrdɪd/
ensures,/ɛnʃʊrz/
fierce,/fɪrs/
hollow,/hɑloʊ/
inevitable,/ɪnɛvʌtʌbʌl/
meditation,/mɛdʌteɪʃʌn/
mistakes,/mɪsteɪks/
provider,/prʌvaɪdɝ/
solids,/sɑlʌdz/
stays,/steɪz/
underneath,/ʌndɝniθ/
websites,N/A
accompany,/ʌkʌmpʌni/
airborne,/ɛrbɔrn/
allegiance,/ʌlidʒʌns/
ammonia,/ʌmoʊnjʌ/
aristocracy,/ɛrʌstɑkrʌsi/
comprised,/kʌmpraɪzd/
continents,/kɑntʌnʌnts/
convergence,/kʌnvɝdʒʌns/
crust,/krʌst/
diamonds,/daɪmʌndz/
licenses,/laɪsʌnsɪz/
listen,/lɪsʌn/
literal,/lɪtɝʌl/
precedent,/prɛsɪdʌnt/
proton,/proʊtɑn/
raises,/reɪzʌz/
tightly,/taɪtli/
und,/ʌnd/
unpopular,/ʌnpɑpjʌlɝ/
wax,/wæks/
admired,/ʌdmaɪɝd/
arena,/ɝinʌ/
beef,/bif/
complaints,/kʌmpleɪnts/
concessions,/kʌnsɛʃʌnz/
constellation,/kɑnstʌleɪʃʌn/
depended,/dɪpɛndʌd/
devastating,/dɛvʌsteɪtɪŋ/
discusses,/dɪskʌsʌz/
enthusiasm,/ɪnθuziæzʌm/
gasoline,/ɡæsʌlin/
harbour,/hɑrbɝ/
intensive,/ɪntɛnsɪv/
overwhelming,/oʊvɝwɛlmɪŋ/
pound,/paʊnd/
premiered,/prɛmɪrd/
proving,/pruvɪŋ/
reproductive,/riprʌdʌktɪv/
routinely,/rutinli/
smell,/smɛl/
soup,/sup/
spherical,/sfɛrɪkʌl/
staple,/steɪpʌl/
tough,/tʌf/
corrected,/kɝɛktʌd/
crashed,/kræʃt/
criterion,/kraɪtɪriʌn/
disagreement,/dɪsʌɡrimʌnt/
dye,/daɪ/
inquiry,/ɪnkwaɪri/
keyboards,/kibɔrdz/
patron,/peɪtrʌn/
reunited,/riunaɪtɪd/
revealing,/rɪvilɪŋ/
telegraph,/tɛlʌɡræf/
unification,/junʌfʌkeɪʃʌn/
uniquely,/junikli/
wines,/waɪnz/
asset,/æsɛt/
caves,/keɪvz/
distribute,/dɪstrɪbjut/
employer,/ɛmplɔɪɝ/
employing,/ɛmplɔɪɪŋ/
five-year,N/A
mandate,/mændeɪt/
paradigm,/pɛrʌdaɪm/
positioned,/pʌzɪʃʌnd/
post-war,N/A
regiment,/rɛdʒʌmʌnt/
rent,/rɛnt/
slopes,/sloʊps/
speculated,/spɛkjʌleɪtʌd/
supervision,/supɝvɪʒʌn/
tract,/trækt/
airline,/ɛrlaɪn/
anchor,/æŋkɝ/
appeals,/ʌpilz/
burnt,/bɝnt/
destroyers,/dɪstrɔɪɝz/
differed,/dɪfɝd/
dwarf,/dwɔrf/
enlarged,/ɛnlɑrdʒd/
inequality,/ɪnɪkwɑlʌti/
licence,/laɪsʌns/
penetration,/pɛnʌtreɪʃʌn/
propellant,/prʌpɛlʌnt/
regiments,/rɛdʒʌmʌnts/
stuck,/stʌk/
warships,/wɔrʃɪps/
additions,/ʌdɪʃʌnz/
altar,/ɔltɝ/
cartoons,/kɑrtunz/
checked,/tʃɛkt/
complications,/kɑmplʌkeɪʃʌnz/
courage,/kɝʌdʒ/
depths,/dɛpθs/
discourse,/dɪskɔrs/
folded,/foʊldʌd/
fragment,/fræɡmʌnt/
hat,/hæt/
infinity,/ɪnfɪnʌti/
joke,/dʒoʊk/
octave,/ɑktɪv/
ore,/ɔr/
resting,/rɛstɪŋ/
retire,/rɪtaɪr/
savings,/seɪvɪŋz/
summoned,/sʌmʌnd/
trap,/træp/
weighed,/weɪd/
averaging,/ævrɪdʒɪŋ/
behavioral,/bɪheɪvjɝʌl/
censorship,/sɛnsɝʃɪp/
doubles,/dʌbʌlz/
eliminating,/ɪlɪmʌneɪtɪŋ/
feminist,/fɛmʌnʌst/
flags,/flæɡz/
gambling,/ɡæmbʌlɪŋ/
halt,/hɔlt/
helmet,/hɛlmʌt/
humanitarian,/hjumænʌtɛriʌn/
series,/sɪriz/
magnet,/mæɡnʌt/
pagan,/peɪɡʌn/
prevention,/privɛnʃʌn/
repairs,/rɪpɛrz/
reporter,/rɪpɔrtɝ/
sexually,/sɛkʃuʌli/
silk,/sɪlk/
unhappy,/ʌnhæpi/
welcome,/wɛlkʌm/
activation,/æktʌveɪʃʌn/
amended,/ʌmɛndʌd/
assess,/ʌsɛs/
beams,/bimz/
beds,/bɛdz/
coastline,/koʊstlaɪn/
constituent,/kʌnstɪtʃuʌnt/
epic,/ɛpɪk/
fuels,/fjuʌlz/
geological,/dʒiʌlɑdʒɪkʌl/
heights,/haɪts/
liability,/laɪʌbɪlɪti/
pottery,/pɑtɝi/
suffix,/sʌfɪks/
attain,/ʌteɪn/
best-known,N/A
brake,/breɪk/
bubble,/bʌbʌl/
deity,/diʌti/
exploring,/ɪksplɔrɪŋ/
ferry,/fɛri/
honorary,/ɑnɝɛri/
hypotheses,/haɪpɑθʌsiz/
innocent,/ɪnʌsʌnt/
leap,/lip/
legendary,/lɛdʒʌndɛri/
nearest,/nɪrʌst/
networking,/nɛtwɝkɪŋ/
objected,/ʌbdʒɛktʌd/
originating,/ɝɪdʒʌneɪtɪŋ/
patch,/pætʃ/
progression,/prʌɡrɛʃʌn/
surveys,/sɝveɪz/
terrorism,/tɛrɝɪzʌm/
undertook,/ʌndɝtʊk/
ambient,/æmbiʌnt/
aperture,/æpɝtʃɝ/
beside,/bɪsaɪd/
darker,/dɑrkɝ/
drain,/dreɪn/
earnings,/ɝnɪŋz/
evaluate,/ɪvæljueɪt/
expresses,/ɪksprɛsʌz/
famously,/feɪmʌsli/
generalized,/dʒɛnɝʌlaɪzd/
humorous,/hjumɝʌs/
impedance,/ɪmpidʌns/
importantly,/ɪmpɔrtʌntli/
intrinsic,/ɪntrɪnsɪk/
kitchen,/kɪtʃʌn/
manga,/mæŋɡʌ/
obstacles,/ɑbstʌkʌlz/
peasant,/pɛzʌnt/
prohibition,/proʊʌbɪʃʌn/
refusing,/rʌfjuzɪŋ/
seated,/sitʌd/
sperm,/spɝm/
tactic,/tæktɪk/
theatres,/θiʌtɝz/
toxicity,/tɑksɪsʌti/
transformations,/trænsfɝmeɪʃʌnz/
abortion,/ʌbɔrʃʌn/
calculating,/kælkjʌleɪtɪŋ/
captivity,/kæptɪvʌti/
corrupt,/kɝʌpt/
editorial,/ɛdʌtɔriʌl/
equals,/ikwʌlz/
happening,/hæpʌnɪŋ/
limestone,/laɪmstoʊn/
marker,/mɑrkɝ/
mid-s,N/A
notions,/noʊʃʌnz/
posthumously,/pɑstʃʊmʌsli/
prediction,/pridɪkʃʌn/
pulses,/pʌlsɪz/
reconstructed,/rikʌnstrʌktɪd/
sang,/sæŋ/
warrior,/wɔriɝ/
altitudes,/æltɪtudz/
analyze,/ænʌlaɪz/
associates,/ʌsoʊsiʌts/
astronomers,/ʌstrɑnʌmɝz/
boot,/but/
cats,/kæts/
climates,/klaɪmʌts/
consoles,/kʌnsoʊlz/
dawn,/dɔn/
dietary,/daɪʌtɛri/
divides,/dɪvaɪdz/
embarked,/ɛmbɑrkt/
fatty,/fæti/
fights,/faɪts/
gaps,/ɡæps/
ghost,/ɡoʊst/
hammer,/hæmɝ/
hurt,/hɝt/
infants,/ɪnfʌnts/
inference,/ɪnfɝʌns/
instantly,/ɪnstʌntli/
lifelong,/laɪflɔŋ/
lightning,/laɪtnɪŋ/
mating,/meɪtɪŋ/
neural,/nʊrʌl/
performer,/pɝfɔrmɝ/
physiological,/fɪziʌlɑdʒɪkʌl/
premises,/prɛmʌsʌz/
recurring,/rɪkɝɪŋ/
rolls,/roʊlz/
ruins,/ruʌnz/
runway,/rʌnweɪ/
rushed,/rʌʃt/
successors,/sʌksɛsɝz/
treason,/trizʌn/
assured,/ʌʃʊrd/
blast,/blæst/
butter,/bʌtɝ/
ceiling,/silɪŋ/
comparative,/kʌmpɛrʌtɪv/
conflicting,/kʌnflɪktɪŋ/
depict,/dɪpɪkt/
devil,/dɛvʌl/
diagnostic,/daɪʌɡnɑstɪk/
differentiate,/dɪfɝɛnʃieɪt/
